player_id,name,position,jersey_number,weight,height,country_code,id_team,picture_url,dob,age,position_desc,team_name,team_abbr
47436,Mahdi Cerbah,0,1,,,ALG,43843,,1953-04-03,73.2,Goalkeeper,Algeria,ALG
50294,Mahmoud Guendouz,1,2,,,ALG,43843,,1953-02-24,73.3,Defender,Algeria,ALG
52438,Mustafa Kouici,1,3,,,ALG,43843,,1954-04-16,72.2,Defender,Algeria,ALG
52445,Nordine Kourichi,1,4,,,ALG,43843,,1954-04-12,72.2,Defender,Algeria,ALG
54142,Chaabane Merzekane,1,5,,,ALG,43843,,1959-03-08,67.3,Defender,Algeria,ALG
46432,Ali Bencheikh,2,6,,,ALG,43843,,1955-01-09,71.4,Midfielder,Algeria,ALG
45875,Salah Assad,3,7,,,ALG,43843,,1958-06-10,68.0,Striker,Algeria,ALG
49326,Ali Fergani,2,8,,,ALG,43843,,1952-09-21,73.7,Midfielder,Algeria,ALG
46465,Tedj Bensaoula,3,9,,,ALG,43843,,1954-12-01,71.5,Striker,Algeria,ALG
43897,Lakhdar Belloumi,2,10,,,ALG,43843,,1958-12-29,67.5,Midfielder,Algeria,ALG
53379,Rabah Madjer,3,11,,,ALG,43843,,1958-12-15,67.5,Striker,Algeria,ALG
52744,Salah Larbes,1,12,,,ALG,43843,,1952-09-16,73.7,Defender,Algeria,ALG
60097,Hocine Yahi,2,13,,,ALG,43843,,1960-04-25,66.1,Midfielder,Algeria,ALG
60352,Djamel Zidane,2,14,,,ALG,43843,,1955-04-28,71.1,Midfielder,Algeria,ALG
48177,Mustafa Dahleb,2,15,,,ALG,43843,,1952-02-08,74.3,Midfielder,Algeria,ALG
53585,Faouzi Mansouri,1,16,,,ALG,43843,,1956-01-17,70.4,Defender,Algeria,ALG
51004,Abdelkader Horr,1,17,,,ALG,43843,,1953-11-10,72.6,Defender,Algeria,ALG
53674,Karim Maroc,2,18,,,ALG,43843,,1958-03-05,68.3,Midfielder,Algeria,ALG
58989,Djamel Tlemcani,2,19,,,ALG,43843,,1955-04-16,71.2,Midfielder,Algeria,ALG
46858,Abdelmajid Bourebbou,3,20,,,ALG,43843,,1951-03-16,75.2,Striker,Algeria,ALG
45515,Mourad Amara,0,21,,,ALG,43843,,1959-02-19,67.3,Goalkeeper,Algeria,ALG
46468,Yacine Bentala,0,22,,,ALG,43843,,1955-09-24,70.7,Goalkeeper,Algeria,ALG
174354,Osvaldo Ardiles,2,1,,,ARG,43922,,1952-08-03,73.9,Midfielder,Argentina,ARG
69415,Hector Baley,0,2,,,ARG,43922,,1950-11-16,75.6,Goalkeeper,Argentina,ARG
46212,Juan Barbas,2,3,,,ARG,43922,,1959-08-23,66.8,Midfielder,Argentina,ARG
174395,Daniel Bertoni,3,4,,,ARG,43922,,1955-03-14,71.3,Striker,Argentina,ARG
174447,Gabriel Calderon,3,5,,,ARG,43922,,1960-02-07,66.3,Striker,Argentina,ARG
174500,Ramon Diaz,3,6,,,ARG,43922,,1959-08-29,66.8,Striker,Argentina,ARG
44105,Ubaldo Fillol,0,7,,,ARG,43922,,1950-07-21,75.9,Goalkeeper,Argentina,ARG
44126,Luis Galvan,1,8,,,ARG,43922,,1948-02-24,78.3,Defender,Argentina,ARG
44124,Americo Gallego,2,9,,,ARG,43922,,1955-04-25,71.1,Midfielder,Argentina,ARG
174732,Diego Maradona,2,10,,169.0,ARG,43922,,1960-10-30,65.6,Midfielder,Argentina,ARG
174658,Mario Kempes,3,11,,,ARG,43922,,1954-07-15,71.9,Striker,Argentina,ARG
69416,Patricio Hernandez,2,12,,,ARG,43922,,1956-08-16,69.8,Midfielder,Argentina,ARG
174816,Julio Olarticoechea,1,13,79.0,176.0,ARG,43922,,1958-10-18,67.7,Defender,Argentina,ARG
174817,Jorge Olguin,1,14,,,ARG,43922,,1952-05-17,74.1,Defender,Argentina,ARG
174840,Daniel Passarella,1,15,,,ARG,43922,,1953-05-25,73.1,Defender,Argentina,ARG
174885,Nery Pumpido,0,16,,,ARG,43922,,1957-07-30,68.9,Goalkeeper,Argentina,ARG
57543,Santiago Santamaria,3,17,,,ARG,43922,,1952-08-22,73.8,Striker,Argentina,ARG
44683,Alberto Tarantini,1,18,,,ARG,43922,,1955-12-03,70.5,Defender,Argentina,ARG
39662,Enzo Trossero,1,19,,,ARG,43922,,1953-05-23,73.1,Defender,Argentina,ARG
